sk_partido,Fecha,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,PSH,PSD,PSA,Prob_H,Prob_D,Prob_A,Margen_B365,Flag_Outlier_Cuota,Temporada,Mes,Anio,source_id,load_timestamp
180,2021-01-20,Betis,Celta,2,1,H,2.1,3.5,3.4,2.2,3.56,3.49,0.4762,0.2857,0.2941,1.056,0,2020/2021,1,2021,football-data.co.uk,2026-05-22 12:09:26.222082
181,2021-01-20,Getafe,Huesca,1,0,H,1.9,3.25,4.5,1.98,3.25,4.74,0.5263,0.3077,0.2222,1.0562,0,2020/2021,1,2021,football-data.co.uk,2026-05-22 12:09:26.222082
182,2021-01-20,Villarreal,Granada,2,2,D,1.5,4.0,7.0,1.55,4.03,7.63,0.6667,0.25,0.1429,1.0595,0,2020/2021,1,2021,football-data.co.uk,2026-05-22 12:09:26.222082
183,2021-01-21,Eibar,Ath Madrid,1,2,A,6.5,3.4,1.66,6.37,3.48,1.72,0.1538,0.2941,0.6024,1.0504,0,2020/2021,1,2021,football-data.co.uk,2026-05-22 12:09:26.222082
184,2021-01-21,Valencia,Osasuna,1,1,D,2.05,3.5,3.5,2.1,3.54,3.8,0.4878,0.2857,0.2857,1.0592,0,2020/2021,1,2021,football-data.co.uk,2026-05-22 12:09:26.222082
185,2021-01-22,Levante,Valladolid,2,2,D,1.95,3.4,4.0,1.98,3.51,4.28,0.5128,0.2941,0.25,1.0569,0,2020/2021,1,2021,football-data.co.uk,2026-05-22 12:09:26.222082
186,2021-01-23,Alaves,Real Madrid,1,4,A,5.5,4.33,1.55,6.22,4.2,1.6,0.1818,0.2309,0.6452,1.0579,0,2020/2021,1,2021,football-data.co.uk,2026-05-22 12:09:26.222082
187,2021-01-23,Huesca,Villarreal,0,0,D,4.33,3.75,1.8,4.59,3.64,1.88,0.2309,0.2667,0.5556,1.0532,0,2020/2021,1,2021,football-data.co.uk,2026-05-22 12:09:26.222082
188,2021-01-23,Sevilla,Cadiz,3,0,H,1.45,4.2,8.0,1.51,4.08,8.57,0.6897,0.2381,0.125,1.0528,0,2020/2021,1,2021,football-data.co.uk,2026-05-22 12:09:26.222082
189,2021-01-23,Sociedad,Betis,2,2,D,1.8,3.75,4.33,1.88,3.86,4.29,0.5556,0.2667,0.2309,1.0532,0,2020/2021,1,2021,football-data.co.uk,2026-05-22 12:09:26.222082
190,2021-01-24,Ath Madrid,Valencia,3,1,H,1.4,4.75,8.0,1.43,4.75,8.6,0.7143,0.2105,0.125,1.0498,0,2020/2021,1,2021,football-data.co.uk,2026-05-22 12:09:26.222082
191,2021-01-24,Celta,Eibar,1,1,D,2.05,3.4,3.75,2.08,3.57,3.83,0.4878,0.2941,0.2667,1.0486,0,2020/2021,1,2021,football-data.co.uk,2026-05-22 12:09:26.222082
192,2021-01-24,Elche,Barcelona,0,2,A,8.0,5.25,1.36,8.32,5.12,1.36,0.125,0.1905,0.7353,1.0508,0,2020/2021,1,2021,football-data.co.uk,2026-05-22 12:09:26.222082
193,2021-01-24,Osasuna,Granada,3,1,H,2.5,3.1,3.0,2.58,3.08,3.22,0.4,0.3226,0.3333,1.0559,0,2020/2021,1,2021,football-data.co.uk,2026-05-22 12:09:26.222082
194,2021-01-25,Ath Bilbao,Getafe,5,1,H,2.3,3.0,3.6,2.36,3.09,3.63,0.4348,0.3333,0.2778,1.0459,0,2020/2021,1,2021,football-data.co.uk,2026-05-22 12:09:26.222082
195,2021-01-29,Valladolid,Huesca,1,3,A,2.2,3.1,3.6,2.26,3.23,3.7,0.4545,0.3226,0.2778,1.0549,0,2020/2021,1,2021,football-data.co.uk,2026-05-22 12:09:26.222082
196,2021-01-30,Eibar,Sevilla,0,2,A,4.0,3.25,2.0,4.26,3.35,2.04,0.25,0.3077,0.5,1.0577,0,2020/2021,1,2021,football-data.co.uk,2026-05-22 12:09:26.222082
197,2021-01-30,Real Madrid,Levante,1,2,A,1.33,5.5,8.0,1.36,5.81,8.44,0.7519,0.1818,0.125,1.0587,0,2020/2021,1,2021,football-data.co.uk,2026-05-22 12:09:26.222082
198,2021-01-30,Valencia,Elche,1,0,H,1.66,3.75,5.5,1.67,3.79,6.13,0.6024,0.2667,0.1818,1.0509,0,2020/2021,1,2021,football-data.co.uk,2026-05-22 12:09:26.222082
199,2021-01-30,Villarreal,Sociedad,1,1,D,2.4,3.2,3.1,2.43,3.22,3.33,0.4167,0.3125,0.3226,1.0517,0,2020/2021,1,2021,football-data.co.uk,2026-05-22 12:09:26.222082
200,2021-01-31,Barcelona,Ath Bilbao,2,1,H,1.36,5.25,7.5,1.42,4.87,7.14,0.7353,0.1905,0.1333,1.0591,0,2020/2021,1,2021,football-data.co.uk,2026-05-22 12:09:26.222082
201,2021-01-31,Cadiz,Ath Madrid,2,4,A,9.0,4.0,1.44,9.96,3.88,1.5,0.1111,0.25,0.6944,1.0556,0,2020/2021,1,2021,football-data.co.uk,2026-05-22 12:09:26.222082
202,2021-01-31,Getafe,Alaves,0,0,D,1.9,3.2,4.5,2.01,3.2,4.66,0.5263,0.3125,0.2222,1.061,0,2020/2021,1,2021,football-data.co.uk,2026-05-22 12:09:26.222082
203,2021-01-31,Granada,Celta,0,0,D,2.7,3.3,2.62,2.8,3.34,2.74,0.3704,0.303,0.3817,1.0551,0,2020/2021,1,2021,football-data.co.uk,2026-05-22 12:09:26.222082
204,2021-02-01,Betis,Osasuna,1,0,H,1.8,3.6,4.33,1.93,3.49,4.6,0.5556,0.2778,0.2309,1.0643,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
205,2021-02-05,Alaves,Valladolid,1,0,H,2.6,3.0,3.0,2.67,3.09,3.09,0.3846,0.3333,0.3333,1.0513,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
206,2021-02-06,Elche,Villarreal,2,2,D,6.5,3.8,1.53,6.76,3.95,1.6,0.1538,0.2632,0.6536,1.0706,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
207,2021-02-06,Huesca,Real Madrid,1,2,A,7.0,4.5,1.44,7.17,4.62,1.49,0.1429,0.2222,0.6944,1.0595,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
208,2021-02-06,Levante,Granada,2,2,D,2.2,3.3,3.4,2.23,3.37,3.6,0.4545,0.303,0.2941,1.0517,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
209,2021-02-06,Sevilla,Getafe,3,0,H,1.72,3.6,4.75,1.72,3.66,5.91,0.5814,0.2778,0.2105,1.0697,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
210,2021-02-07,Ath Bilbao,Valencia,1,1,D,2.15,3.2,3.6,2.3,3.4,3.42,0.4651,0.3125,0.2778,1.0554,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
211,2021-02-07,Betis,Barcelona,2,3,A,5.75,4.6,1.5,6.05,4.63,1.55,0.1739,0.2174,0.6667,1.058,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
212,2021-02-07,Osasuna,Eibar,2,1,H,2.55,3.0,3.0,2.67,3.02,3.16,0.3922,0.3333,0.3333,1.0588,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
213,2021-02-07,Sociedad,Cadiz,4,1,H,1.45,4.2,8.0,1.51,4.33,7.65,0.6897,0.2381,0.125,1.0528,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
214,2021-02-08,Ath Madrid,Celta,2,2,D,1.6,3.6,6.5,1.6,3.61,6.48,0.625,0.2778,0.1538,1.0566,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
215,2021-02-09,Real Madrid,Getafe,2,0,H,1.53,4.0,6.5,1.55,4.17,7.09,0.6536,0.25,0.1538,1.0574,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
216,2021-02-12,Celta,Elche,3,1,H,1.45,4.2,8.0,1.49,4.22,8.37,0.6897,0.2381,0.125,1.0528,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
217,2021-02-13,Barcelona,Alaves,5,1,H,1.28,6.0,9.0,1.3,6.12,10.63,0.7813,0.1667,0.1111,1.059,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
218,2021-02-13,Eibar,Valladolid,1,1,D,1.95,3.3,4.2,2.0,3.44,4.29,0.5128,0.303,0.2381,1.0539,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
219,2021-02-13,Granada,Ath Madrid,1,2,A,5.0,3.3,1.8,5.46,3.34,1.85,0.2,0.303,0.5556,1.0586,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
220,2021-02-13,Sevilla,Huesca,1,0,H,1.5,3.9,7.5,1.55,4.02,7.57,0.6667,0.2564,0.1333,1.0564,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
221,2021-02-14,Getafe,Sociedad,0,1,A,3.75,3.25,2.1,3.99,3.3,2.13,0.2667,0.3077,0.4762,1.0505,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
222,2021-02-14,Levante,Osasuna,0,1,A,2.25,3.2,3.4,2.38,3.2,3.45,0.4444,0.3125,0.2941,1.0511,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
223,2021-02-14,Real Madrid,Valencia,2,0,H,1.4,4.75,8.0,1.45,4.87,7.71,0.7143,0.2105,0.125,1.0498,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
224,2021-02-14,Villarreal,Betis,1,2,A,1.9,3.4,4.2,1.99,3.41,4.37,0.5263,0.2941,0.2381,1.0585,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
225,2021-02-15,Cadiz,Ath Bilbao,0,4,A,4.0,3.1,2.05,4.03,3.31,2.12,0.25,0.3226,0.4878,1.0604,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
226,2021-02-17,Levante,Ath Madrid,1,1,D,4.75,3.4,1.8,5.02,3.44,1.88,0.2105,0.2941,0.5556,1.0602,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
227,2021-02-19,Betis,Getafe,1,0,H,2.05,3.1,4.1,2.05,3.26,4.38,0.4878,0.3226,0.2439,1.0543,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
228,2021-02-20,Ath Madrid,Levante,0,2,A,1.53,4.0,7.0,1.56,4.03,7.27,0.6536,0.25,0.1429,1.0465,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
229,2021-02-20,Elche,Eibar,1,0,H,3.6,3.25,2.15,3.85,3.31,2.17,0.2778,0.3077,0.4651,1.0506,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
230,2021-02-20,Valencia,Celta,2,0,H,2.45,3.2,3.0,2.52,3.28,3.12,0.4082,0.3125,0.3333,1.054,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
231,2021-02-20,Valladolid,Real Madrid,0,1,A,5.5,4.2,1.57,6.37,4.04,1.61,0.1818,0.2381,0.6369,1.0569,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
232,2021-02-21,Ath Bilbao,Villarreal,1,1,D,2.45,3.2,3.0,2.6,3.15,3.12,0.4082,0.3125,0.3333,1.054,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
233,2021-02-21,Barcelona,Cadiz,1,1,D,1.16,8.0,13.0,1.17,8.23,17.86,0.8621,0.125,0.0769,1.064,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
234,2021-02-21,Huesca,Granada,3,2,H,2.15,3.3,3.5,2.21,3.25,3.81,0.4651,0.303,0.2857,1.0539,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
235,2021-02-21,Sociedad,Alaves,4,0,H,1.66,3.75,5.5,1.67,3.67,6.57,0.6024,0.2667,0.1818,1.0509,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
236,2021-02-22,Osasuna,Sevilla,0,2,A,4.0,3.3,2.0,4.63,3.26,2.0,0.25,0.303,0.5,1.053,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
237,2021-02-24,Barcelona,Elche,3,0,H,1.12,9.0,19.0,1.13,9.51,21.25,0.8929,0.1111,0.0526,1.0566,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
238,2021-02-26,Levante,Ath Bilbao,1,1,D,3.3,3.25,2.25,3.47,3.37,2.29,0.303,0.3077,0.4444,1.0552,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
239,2021-02-27,Alaves,Osasuna,0,1,A,2.62,2.9,3.0,2.79,3.02,3.01,0.3817,0.3448,0.3333,1.0598,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
240,2021-02-27,Eibar,Huesca,1,1,D,2.15,3.3,3.5,2.22,3.36,3.64,0.4651,0.303,0.2857,1.0539,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
241,2021-02-27,Getafe,Valencia,3,0,H,2.5,3.0,3.1,2.66,2.95,3.25,0.4,0.3333,0.3226,1.0559,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
242,2021-02-27,Sevilla,Barcelona,0,2,A,3.2,3.5,2.2,3.31,3.58,2.27,0.3125,0.2857,0.4545,1.0528,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
243,2021-02-28,Cadiz,Betis,0,1,A,3.8,3.3,2.05,4.08,3.38,2.08,0.2632,0.303,0.4878,1.054,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
244,2021-02-28,Celta,Valladolid,1,1,D,1.75,3.75,4.5,1.76,4.01,4.82,0.5714,0.2667,0.2222,1.0603,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
245,2021-02-28,Granada,Elche,2,1,H,2.1,3.1,4.0,2.14,3.13,4.24,0.4762,0.3226,0.25,1.0488,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
246,2021-02-28,Villarreal,Ath Madrid,0,2,A,3.2,3.1,2.45,3.31,3.03,2.57,0.3125,0.3226,0.4082,1.0432,0,2020/2021,2,2021,football-data.co.uk,2026-05-22 12:09:26.222082
247,2021-03-01,Real Madrid,Sociedad,1,1,D,1.83,4.0,4.0,1.89,3.82,4.27,0.5464,0.25,0.25,1.0464,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
248,2021-03-05,Valencia,Villarreal,2,1,H,4.0,3.4,1.95,4.18,3.48,2.01,0.25,0.2941,0.5128,1.0569,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
249,2021-03-06,Cadiz,Eibar,1,0,H,3.25,3.2,2.3,3.45,3.28,2.34,0.3077,0.3125,0.4348,1.055,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
250,2021-03-06,Elche,Sevilla,2,1,H,6.5,3.6,1.6,7.04,3.58,1.66,0.1538,0.2778,0.625,1.0566,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
251,2021-03-06,Osasuna,Barcelona,0,2,A,5.75,4.5,1.5,6.37,4.68,1.53,0.1739,0.2222,0.6667,1.0628,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
252,2021-03-06,Valladolid,Getafe,2,1,H,3.0,2.8,2.7,3.24,2.86,2.75,0.3333,0.3571,0.3704,1.0608,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
253,2021-03-07,Ath Bilbao,Granada,2,1,H,1.57,4.0,5.75,1.65,3.98,5.96,0.6369,0.25,0.1739,1.0609,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
254,2021-03-07,Ath Madrid,Real Madrid,1,1,D,2.55,3.25,2.8,2.67,3.27,2.93,0.3922,0.3077,0.3571,1.057,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
255,2021-03-07,Huesca,Celta,3,4,A,3.0,3.3,2.4,3.04,3.28,2.58,0.3333,0.303,0.4167,1.053,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
256,2021-03-07,Sociedad,Levante,1,0,H,1.44,4.33,7.5,1.49,4.47,7.74,0.6944,0.2309,0.1333,1.0587,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
257,2021-03-08,Betis,Alaves,3,2,H,1.72,3.8,4.75,1.76,3.89,5.05,0.5814,0.2632,0.2105,1.0551,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
258,2021-03-10,Ath Madrid,Ath Bilbao,2,1,H,1.8,3.3,5.25,1.83,3.33,5.61,0.5556,0.303,0.1905,1.0491,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
259,2021-03-12,Levante,Valencia,1,0,H,2.25,3.4,3.2,2.37,3.41,3.26,0.4444,0.2941,0.3125,1.0511,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
260,2021-03-13,Alaves,Cadiz,1,1,D,2.15,3.1,3.8,2.19,3.21,3.92,0.4651,0.3226,0.2632,1.0509,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
261,2021-03-13,Getafe,Ath Madrid,0,0,D,4.75,3.1,1.9,5.06,3.21,1.94,0.2105,0.3226,0.5263,1.0594,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
262,2021-03-13,Osasuna,Valladolid,0,0,D,2.2,3.1,3.6,2.27,3.14,3.8,0.4545,0.3226,0.2778,1.0549,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
263,2021-03-13,Real Madrid,Elche,2,1,H,1.18,7.0,15.0,1.2,7.14,16.48,0.8475,0.1429,0.0667,1.057,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
264,2021-03-14,Celta,Ath Bilbao,0,0,D,2.7,3.2,2.7,2.74,3.34,2.8,0.3704,0.3125,0.3704,1.0532,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
265,2021-03-14,Eibar,Villarreal,1,3,A,2.9,3.4,2.4,3.08,3.55,2.4,0.3448,0.2941,0.4167,1.0556,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
266,2021-03-14,Granada,Sociedad,1,0,H,5.5,4.2,1.57,5.82,4.15,1.63,0.1818,0.2381,0.6369,1.0569,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
267,2021-03-14,Sevilla,Betis,1,0,H,2.0,3.4,3.75,2.02,3.61,3.97,0.5,0.2941,0.2667,1.0608,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
268,2021-03-15,Barcelona,Huesca,4,1,H,1.18,7.5,13.0,1.21,7.32,14.34,0.8475,0.1333,0.0769,1.0577,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
269,2021-03-17,Sevilla,Elche,2,0,H,1.4,4.5,8.0,1.45,4.51,8.7,0.7143,0.2222,0.125,1.0615,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
270,2021-03-19,Betis,Levante,2,0,H,1.72,3.8,4.5,1.79,3.86,4.88,0.5814,0.2632,0.2222,1.0668,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
271,2021-03-20,Ath Bilbao,Eibar,1,1,D,1.75,3.6,4.75,1.84,3.74,4.71,0.5714,0.2778,0.2105,1.0597,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
272,2021-03-20,Celta,Real Madrid,1,3,A,4.33,4.0,1.72,4.72,4.06,1.77,0.2309,0.25,0.5814,1.0623,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
273,2021-03-20,Huesca,Osasuna,0,0,D,2.45,3.2,3.0,2.6,3.2,3.08,0.4082,0.3125,0.3333,1.054,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
274,2021-03-20,Valladolid,Sevilla,1,1,D,4.33,3.5,1.83,4.96,3.47,1.87,0.2309,0.2857,0.5464,1.0631,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
275,2021-03-21,Ath Madrid,Alaves,1,0,H,1.36,4.5,10.0,1.35,4.87,12.19,0.7353,0.2222,0.1,1.0575,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
276,2021-03-21,Getafe,Elche,1,1,D,1.83,3.25,4.75,1.93,3.13,5.37,0.5464,0.3077,0.2105,1.0647,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
277,2021-03-21,Sociedad,Barcelona,1,6,A,3.6,3.8,1.95,3.62,4.01,2.01,0.2778,0.2632,0.5128,1.0538,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
278,2021-03-21,Valencia,Granada,2,1,H,2.0,3.5,3.75,2.07,3.53,3.89,0.5,0.2857,0.2667,1.0524,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
279,2021-03-21,Villarreal,Cadiz,2,1,H,1.44,4.2,7.5,1.41,4.57,10.12,0.6944,0.2381,0.1333,1.0659,0,2020/2021,3,2021,football-data.co.uk,2026-05-22 12:09:26.222082
280,2021-04-02,Levante,Huesca,0,2,A,2.37,3.3,3.0,2.43,3.44,3.12,0.4219,0.303,0.3333,1.0583,0,2020/2021,4,2021,football-data.co.uk,2026-05-22 12:09:26.222082
281,2021-04-03,Granada,Villarreal,0,3,A,3.8,3.3,2.05,3.91,3.37,2.12,0.2632,0.303,0.4878,1.054,0,2020/2021,4,2021,football-data.co.uk,2026-05-22 12:09:26.222082
282,2021-04-03,Osasuna,Getafe,0,0,D,2.55,2.8,3.2,2.81,2.81,3.23,0.3922,0.3571,0.3125,1.0618,0,2020/2021,4,2021,football-data.co.uk,2026-05-22 12:09:26.222082
