sk_partido,Fecha,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,PSH,PSD,PSA,Prob_H,Prob_D,Prob_A,Margen_B365,Temporada,Mes,Anio,source_id,load_timestamp
0,2020-09-12,Eibar,Celta,0,0,D,2.5,3.25,2.9,2.6,3.22,3.01,0.4,0.3077,0.3448,1.0525,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
1,2020-09-12,Granada,Ath Bilbao,2,0,H,2.75,3.1,2.75,2.92,3.02,2.82,0.3636,0.3226,0.3636,1.0499,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
2,2020-09-12,Cadiz,Osasuna,0,2,A,2.8,3.0,2.75,2.87,3.04,2.86,0.3571,0.3333,0.3636,1.0541,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
3,2020-09-13,Alaves,Betis,0,1,A,2.8,3.2,2.6,2.88,3.32,2.64,0.3571,0.3125,0.3846,1.0543,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
4,2020-09-13,Valladolid,Sociedad,1,1,D,2.8,3.2,2.6,2.98,3.3,2.57,0.3571,0.3125,0.3846,1.0543,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
5,2020-09-13,Villarreal,Huesca,1,1,D,1.57,4.0,6.0,1.57,4.21,6.36,0.6369,0.25,0.1667,1.0536,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
6,2020-09-13,Valencia,Levante,4,2,H,2.1,3.5,3.5,2.14,3.48,3.66,0.4762,0.2857,0.2857,1.0476,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
7,2020-09-19,Villarreal,Eibar,2,1,H,1.57,4.0,6.0,1.61,4.12,5.93,0.6369,0.25,0.1667,1.0536,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
8,2020-09-19,Getafe,Osasuna,1,0,H,1.95,3.25,4.33,2.02,3.24,4.4,0.5128,0.3077,0.2309,1.0515,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
9,2020-09-19,Celta,Valencia,2,1,H,2.2,3.6,3.1,2.25,3.58,3.22,0.4545,0.2778,0.3226,1.0549,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
10,2020-09-20,Huesca,Cadiz,0,2,A,2.1,3.1,4.0,2.21,2.99,4.07,0.4762,0.3226,0.25,1.0488,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
11,2020-09-20,Betis,Valladolid,2,0,H,1.85,3.6,4.33,1.87,3.63,4.52,0.5405,0.2778,0.2309,1.0493,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
12,2020-09-20,Granada,Alaves,2,1,H,2.05,3.1,4.2,2.1,3.08,4.3,0.4878,0.3226,0.2381,1.0485,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
13,2020-09-20,Sociedad,Real Madrid,0,0,D,4.75,3.8,1.72,4.83,3.85,1.76,0.2105,0.2632,0.5814,1.0551,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
14,2020-09-26,Alaves,Getafe,0,0,D,3.5,2.9,2.37,3.58,2.83,2.5,0.2857,0.3448,0.4219,1.0525,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
15,2020-09-26,Valencia,Huesca,1,1,D,2.0,3.4,4.0,2.1,3.4,3.82,0.5,0.2941,0.25,1.0441,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
16,2020-09-26,Elche,Sociedad,0,3,A,4.2,3.3,1.95,4.28,3.45,1.97,0.2381,0.303,0.5128,1.0539,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
17,2020-09-26,Betis,Real Madrid,2,3,A,4.0,4.0,1.8,4.17,3.94,1.85,0.25,0.25,0.5556,1.0556,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
18,2020-09-27,Osasuna,Levante,1,3,A,2.3,3.2,3.25,2.3,3.43,3.25,0.4348,0.3125,0.3077,1.055,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
19,2020-09-27,Eibar,Ath Bilbao,1,2,A,3.0,3.0,2.55,3.17,2.98,2.69,0.3333,0.3333,0.3922,1.0588,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
20,2020-09-27,Ath Madrid,Granada,6,1,H,1.5,4.0,7.5,1.48,4.2,8.13,0.6667,0.25,0.1333,1.05,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
21,2020-09-27,Cadiz,Sevilla,1,3,A,5.0,3.6,1.7,5.52,3.38,1.83,0.2,0.2778,0.5882,1.066,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
22,2020-09-27,Valladolid,Celta,1,1,D,2.8,3.0,2.7,2.96,2.94,2.81,0.3571,0.3333,0.3704,1.0608,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
23,2020-09-27,Barcelona,Villarreal,4,0,H,1.53,4.33,6.0,1.56,4.53,5.77,0.6536,0.2309,0.1667,1.0512,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
24,2020-09-29,Sociedad,Valencia,0,1,A,1.53,4.2,5.75,1.58,4.44,5.94,0.6536,0.2381,0.1739,1.0656,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
25,2020-09-29,Getafe,Betis,3,0,H,2.45,3.1,3.0,2.55,3.15,3.2,0.4082,0.3226,0.3333,1.0641,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
26,2020-09-30,Huesca,Ath Madrid,0,0,D,7.5,4.2,1.45,8.59,4.11,1.48,0.1333,0.2381,0.6897,1.0611,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
27,2020-09-30,Villarreal,Alaves,3,1,H,1.57,3.8,5.75,1.6,4.11,6.08,0.6369,0.2632,0.1739,1.074,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
28,2020-09-30,Eibar,Elche,0,1,A,1.8,3.5,4.5,1.84,3.64,4.67,0.5556,0.2857,0.2222,1.0635,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
29,2020-09-30,Real Madrid,Valladolid,1,0,H,1.22,6.0,11.0,1.26,6.27,12.65,0.8197,0.1667,0.0909,1.0772,2020/2021,9,2020,football-data.co.uk,2026-05-11 11:53:34.057291
30,2020-10-01,Ath Bilbao,Cadiz,0,1,A,1.53,3.8,6.5,1.58,3.83,7.04,0.6536,0.2632,0.1538,1.0706,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
31,2020-10-01,Sevilla,Levante,1,0,H,1.4,4.5,7.5,1.43,4.62,8.17,0.7143,0.2222,0.1333,1.0698,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
32,2020-10-01,Celta,Barcelona,0,3,A,5.75,4.2,1.53,5.89,4.51,1.56,0.1739,0.2381,0.6536,1.0656,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
33,2020-10-03,Valladolid,Eibar,1,2,A,2.35,3.0,3.4,2.39,3.15,3.48,0.4255,0.3333,0.2941,1.053,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
34,2020-10-03,Ath Madrid,Villarreal,0,0,D,1.61,3.9,5.5,1.7,3.85,5.6,0.6211,0.2564,0.1818,1.0593,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
35,2020-10-03,Elche,Huesca,0,0,D,3.1,3.1,2.45,3.21,3.27,2.47,0.3226,0.3226,0.4082,1.0533,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
36,2020-10-03,Sociedad,Getafe,3,0,H,2.25,3.1,3.5,2.35,3.13,3.61,0.4444,0.3226,0.2857,1.0527,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
37,2020-10-03,Valencia,Betis,0,2,A,2.8,3.2,2.6,2.82,3.36,2.7,0.3571,0.3125,0.3846,1.0543,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
38,2020-10-04,Osasuna,Celta,2,0,H,2.7,3.1,2.75,2.69,3.14,3.02,0.3704,0.3226,0.3636,1.0566,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
39,2020-10-04,Alaves,Ath Bilbao,1,0,H,3.3,2.9,2.37,3.42,3.02,2.51,0.303,0.3448,0.4219,1.0698,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
40,2020-10-04,Levante,Real Madrid,0,2,A,6.0,4.5,1.5,6.45,4.66,1.52,0.1667,0.2222,0.6667,1.0556,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
41,2020-10-04,Cadiz,Granada,1,1,D,3.0,3.0,2.6,3.14,3.02,2.69,0.3333,0.3333,0.3846,1.0513,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
42,2020-10-04,Barcelona,Sevilla,1,1,D,1.57,4.33,5.25,1.65,4.17,5.55,0.6369,0.2309,0.1905,1.0584,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
43,2020-10-17,Granada,Sevilla,1,0,H,4.2,3.4,1.9,4.3,3.49,1.98,0.2381,0.2941,0.5263,1.0585,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
44,2020-10-17,Celta,Ath Madrid,0,2,A,5.5,3.3,1.75,5.72,3.31,1.83,0.1818,0.303,0.5714,1.0563,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
45,2020-10-17,Real Madrid,Cadiz,0,1,A,1.18,7.0,15.0,1.23,7.08,13.52,0.8475,0.1429,0.0667,1.057,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
46,2020-10-17,Getafe,Barcelona,1,0,H,4.75,3.8,1.72,5.09,3.75,1.78,0.2105,0.2632,0.5814,1.0551,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
47,2020-10-18,Eibar,Osasuna,0,0,D,2.6,3.0,3.0,2.71,3.12,3.01,0.3846,0.3333,0.3333,1.0513,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
48,2020-10-18,Ath Bilbao,Levante,2,0,H,2.05,3.2,4.0,2.12,3.36,3.95,0.4878,0.3125,0.25,1.0503,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
49,2020-10-18,Villarreal,Valencia,2,1,H,1.6,4.0,5.25,1.66,4.27,5.3,0.625,0.25,0.1905,1.0655,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
50,2020-10-18,Alaves,Elche,0,2,A,1.75,3.3,5.5,1.79,3.5,5.59,0.5714,0.303,0.1818,1.0563,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
51,2020-10-18,Huesca,Valladolid,2,2,D,2.25,2.9,3.8,2.32,3.12,3.71,0.4444,0.3448,0.2632,1.0524,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
52,2020-10-18,Betis,Sociedad,0,3,A,2.5,3.25,2.9,2.54,3.56,2.87,0.4,0.3077,0.3448,1.0525,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
53,2020-10-23,Elche,Valencia,2,1,H,3.2,3.1,2.4,3.2,3.24,2.46,0.3125,0.3226,0.4167,1.0517,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
54,2020-10-24,Barcelona,Real Madrid,1,3,A,2.0,3.6,3.6,2.07,3.76,3.66,0.5,0.2778,0.2778,1.0556,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
55,2020-10-24,Osasuna,Ath Bilbao,1,0,H,3.25,2.9,2.4,3.42,3.0,2.52,0.3077,0.3448,0.4167,1.0692,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
56,2020-10-24,Sevilla,Eibar,0,1,A,1.45,4.33,7.5,1.51,4.35,7.64,0.6897,0.2309,0.1333,1.0539,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
57,2020-10-24,Ath Madrid,Betis,2,0,H,1.55,3.8,6.5,1.59,4.1,6.56,0.6452,0.2632,0.1538,1.0622,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
58,2020-10-25,Valladolid,Alaves,0,2,A,2.3,2.9,3.5,2.41,2.96,3.73,0.4348,0.3448,0.2857,1.0653,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
59,2020-10-25,Cadiz,Villarreal,0,0,D,3.6,3.3,2.1,3.6,3.39,2.23,0.2778,0.303,0.4762,1.057,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
60,2020-10-25,Getafe,Granada,0,1,A,1.85,3.1,5.0,1.97,3.09,5.18,0.5405,0.3226,0.2,1.0631,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
61,2020-10-25,Sociedad,Huesca,4,1,H,1.57,3.75,6.0,1.65,3.84,6.34,0.6369,0.2667,0.1667,1.0703,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
62,2020-10-26,Levante,Celta,1,1,D,2.37,3.25,3.0,2.51,3.4,3.03,0.4219,0.3077,0.3333,1.063,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
63,2020-10-30,Eibar,Cadiz,0,2,A,2.55,2.75,3.3,2.65,2.86,3.38,0.3922,0.3636,0.303,1.0588,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
64,2020-10-31,Real Madrid,Huesca,4,1,H,1.33,5.25,9.0,1.38,5.36,8.63,0.7519,0.1905,0.1111,1.0535,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
65,2020-10-31,Ath Bilbao,Sevilla,2,1,H,3.0,3.0,2.6,3.13,2.98,2.72,0.3333,0.3333,0.3846,1.0513,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
66,2020-10-31,Osasuna,Ath Madrid,1,3,A,5.5,3.3,1.75,5.57,3.38,1.82,0.1818,0.303,0.5714,1.0563,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
67,2020-10-31,Alaves,Barcelona,1,1,D,6.5,4.75,1.44,6.89,4.98,1.47,0.1538,0.2105,0.6944,1.0588,2020/2021,10,2020,football-data.co.uk,2026-05-11 11:53:34.057291
68,2020-11-01,Betis,Elche,3,1,H,1.45,4.33,7.5,1.48,4.54,7.79,0.6897,0.2309,0.1333,1.0539,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
69,2020-11-01,Celta,Sociedad,1,4,A,3.0,3.2,2.45,3.11,3.33,2.5,0.3333,0.3125,0.4082,1.054,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
70,2020-11-01,Granada,Levante,1,1,D,2.25,3.2,3.4,2.31,3.33,3.46,0.4444,0.3125,0.2941,1.0511,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
71,2020-11-01,Valencia,Getafe,2,2,D,3.1,3.1,2.45,3.39,2.99,2.55,0.3226,0.3226,0.4082,1.0533,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
72,2020-11-02,Villarreal,Valladolid,2,0,H,1.61,4.0,5.5,1.62,4.05,6.26,0.6211,0.25,0.1818,1.0529,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
73,2020-11-06,Elche,Celta,1,1,D,4.0,3.3,1.95,4.09,3.41,2.06,0.25,0.303,0.5128,1.0659,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
74,2020-11-07,Huesca,Eibar,1,1,D,2.05,3.3,3.6,2.18,3.26,3.89,0.4878,0.303,0.2778,1.0686,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
75,2020-11-07,Barcelona,Betis,5,2,H,1.4,5.0,7.5,1.4,5.36,7.91,0.7143,0.2,0.1333,1.0476,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
76,2020-11-07,Sevilla,Osasuna,1,0,H,1.5,4.0,7.0,1.54,4.26,7.15,0.6667,0.25,0.1429,1.0595,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
77,2020-11-07,Ath Madrid,Cadiz,4,0,H,1.4,4.2,10.0,1.42,4.36,11.0,0.7143,0.2381,0.1,1.0524,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
78,2020-11-08,Getafe,Villarreal,1,3,A,2.5,3.1,3.0,2.66,3.1,3.09,0.4,0.3226,0.3333,1.0559,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
79,2020-11-08,Sociedad,Granada,2,0,H,1.65,3.8,5.25,1.69,4.08,5.31,0.6061,0.2632,0.1905,1.0597,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
80,2020-11-08,Levante,Alaves,1,1,D,2.15,3.4,3.4,2.24,3.45,3.5,0.4651,0.2941,0.2941,1.0534,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
81,2020-11-08,Valladolid,Ath Bilbao,2,1,H,3.3,2.9,2.37,3.66,3.01,2.4,0.303,0.3448,0.4219,1.0698,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
82,2020-11-08,Valencia,Real Madrid,4,1,H,6.0,4.75,1.45,6.3,4.96,1.5,0.1667,0.2105,0.6897,1.0668,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
83,2020-11-20,Osasuna,Huesca,1,1,D,2.4,3.0,3.25,2.43,3.11,3.45,0.4167,0.3333,0.3077,1.0577,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
84,2020-11-21,Levante,Elche,1,1,D,1.57,4.0,5.75,1.6,4.28,5.63,0.6369,0.25,0.1739,1.0609,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
85,2020-11-21,Villarreal,Real Madrid,1,1,D,2.87,3.8,2.25,3.04,3.86,2.3,0.3484,0.2632,0.4444,1.056,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
86,2020-11-21,Sevilla,Celta,4,2,H,1.72,3.6,5.25,1.71,3.63,5.61,0.5814,0.2778,0.1905,1.0496,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
87,2020-11-21,Ath Madrid,Barcelona,1,0,H,2.9,3.5,2.37,2.87,3.56,2.54,0.3448,0.2857,0.4219,1.0525,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
88,2020-11-22,Eibar,Getafe,0,0,D,3.4,3.0,2.35,3.47,3.02,2.49,0.2941,0.3333,0.4255,1.053,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
89,2020-11-22,Cadiz,Sociedad,0,1,A,4.0,3.8,1.85,4.42,3.93,1.84,0.25,0.2632,0.5405,1.0537,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
90,2020-11-22,Granada,Valladolid,1,3,A,2.1,3.2,3.8,2.19,3.19,3.98,0.4762,0.3125,0.2632,1.0518,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
91,2020-11-22,Alaves,Valencia,2,2,D,2.7,3.2,2.8,2.71,3.2,2.85,0.3704,0.3125,0.3571,1.04,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
92,2020-11-23,Ath Bilbao,Betis,4,0,H,2.2,3.3,3.4,2.22,3.45,3.55,0.4545,0.303,0.2941,1.0517,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
93,2020-11-27,Valladolid,Levante,1,1,D,2.55,3.3,2.8,2.6,3.37,2.93,0.3922,0.303,0.3571,1.0523,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
94,2020-11-28,Elche,Cadiz,1,1,D,3.2,3.0,2.45,3.2,2.95,2.54,0.3125,0.3333,0.4082,1.054,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
95,2020-11-28,Valencia,Ath Madrid,0,1,A,4.75,3.8,1.72,4.97,3.94,1.76,0.2105,0.2632,0.5814,1.0551,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
96,2020-11-28,Huesca,Sevilla,0,1,A,4.0,3.3,2.0,4.36,3.39,2.0,0.25,0.303,0.5,1.053,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
97,2020-11-28,Real Madrid,Alaves,1,2,A,1.33,5.25,9.0,1.36,5.5,9.37,0.7519,0.1905,0.1111,1.0535,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
98,2020-11-29,Barcelona,Osasuna,4,0,H,1.25,6.0,11.0,1.25,6.62,11.95,0.8,0.1667,0.0909,1.0576,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
99,2020-11-29,Getafe,Ath Bilbao,1,1,D,2.8,2.9,2.8,2.93,3.01,2.88,0.3571,0.3448,0.3571,1.0591,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
100,2020-11-29,Celta,Granada,3,1,H,2.0,3.5,3.75,2.01,3.61,4.03,0.5,0.2857,0.2667,1.0524,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
101,2020-11-29,Sociedad,Villarreal,1,1,D,2.1,3.6,3.4,2.14,3.69,3.52,0.4762,0.2778,0.2941,1.0481,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
102,2020-11-30,Betis,Eibar,0,2,A,1.75,3.75,4.5,1.79,3.81,4.91,0.5714,0.2667,0.2222,1.0603,2020/2021,11,2020,football-data.co.uk,2026-05-11 11:53:34.057291
103,2020-12-04,Ath Bilbao,Celta,0,2,A,2.05,3.25,3.8,2.13,3.36,3.91,0.4878,0.3077,0.2632,1.0587,2020/2021,12,2020,football-data.co.uk,2026-05-11 11:53:34.057291
104,2020-12-05,Levante,Getafe,3,0,H,2.9,3.1,2.55,2.99,3.18,2.68,0.3448,0.3226,0.3922,1.0596,2020/2021,12,2020,football-data.co.uk,2026-05-11 11:53:34.057291
105,2020-12-05,Sevilla,Real Madrid,0,1,A,2.5,3.5,2.7,2.59,3.64,2.77,0.4,0.2857,0.3704,1.0561,2020/2021,12,2020,football-data.co.uk,2026-05-11 11:53:34.057291
106,2020-12-05,Ath Madrid,Valladolid,2,0,H,1.4,4.33,9.5,1.39,4.63,9.91,0.7143,0.2309,0.1053,1.0505,2020/2021,12,2020,football-data.co.uk,2026-05-11 11:53:34.057291
107,2020-12-05,Cadiz,Barcelona,2,1,H,8.5,5.0,1.36,8.41,5.64,1.37,0.1176,0.2,0.7353,1.0529,2020/2021,12,2020,football-data.co.uk,2026-05-11 11:53:34.057291
108,2020-12-06,Granada,Huesca,3,3,D,2.3,3.1,3.4,2.49,3.09,3.13,0.4348,0.3226,0.2941,1.0515,2020/2021,12,2020,football-data.co.uk,2026-05-11 11:53:34.057291
109,2020-12-06,Osasuna,Betis,0,2,A,2.62,3.3,2.7,2.75,3.38,2.76,0.3817,0.303,0.3704,1.0551,2020/2021,12,2020,football-data.co.uk,2026-05-11 11:53:34.057291
110,2020-12-06,Villarreal,Elche,0,0,D,1.3,5.5,9.5,1.35,5.41,8.85,0.7692,0.1818,0.1053,1.0563,2020/2021,12,2020,football-data.co.uk,2026-05-11 11:53:34.057291
111,2020-12-06,Alaves,Sociedad,0,0,D,4.75,3.5,1.8,4.97,3.39,1.89,0.2105,0.2857,0.5556,1.0518,2020/2021,12,2020,football-data.co.uk,2026-05-11 11:53:34.057291
112,2020-12-07,Eibar,Valencia,0,0,D,2.45,3.1,3.1,2.51,3.17,3.03,0.4082,0.3226,0.3226,1.0533,2020/2021,12,2020,football-data.co.uk,2026-05-11 11:53:34.057291
113,2020-12-11,Valladolid,Osasuna,3,2,H,2.5,3.1,3.0,2.6,3.02,3.27,0.4,0.3226,0.3333,1.0559,2020/2021,12,2020,football-data.co.uk,2026-05-11 11:53:34.057291
114,2020-12-12,Valencia,Ath Bilbao,2,2,D,3.25,3.1,2.35,3.38,3.22,2.4,0.3077,0.3226,0.4255,1.0558,2020/2021,12,2020,football-data.co.uk,2026-05-11 11:53:34.057291
115,2020-12-12,Getafe,Sevilla,0,1,A,3.75,3.2,2.1,3.89,3.33,2.15,0.2667,0.3125,0.4762,1.0554,2020/2021,12,2020,football-data.co.uk,2026-05-11 11:53:34.057291
116,2020-12-12,Huesca,Alaves,1,0,H,2.2,3.2,3.5,2.24,3.32,3.63,0.4545,0.3125,0.2857,1.0528,2020/2021,12,2020,football-data.co.uk,2026-05-11 11:53:34.057291
117,2020-12-12,Real Madrid,Ath Madrid,2,0,H,2.3,3.3,3.1,2.4,3.4,3.22,0.4348,0.303,0.3226,1.0604,2020/2021,12,2020,football-data.co.uk,2026-05-11 11:53:34.057291
118,2020-12-13,Sociedad,Eibar,1,1,D,1.6,3.75,6.0,1.67,3.73,6.32,0.625,0.2667,0.1667,1.0583,2020/2021,12,2020,football-data.co.uk,2026-05-11 11:53:34.057291
119,2020-12-13,Betis,Villarreal,1,1,D,3.1,3.5,2.25,3.18,3.62,2.31,0.3226,0.2857,0.4444,1.0527,2020/2021,12,2020,football-data.co.uk,2026-05-11 11:53:34.057291
120,2020-12-13,Elche,Granada,0,1,A,3.4,3.1,2.3,3.42,3.15,2.42,0.2941,0.3226,0.4348,1.0515,2020/2021,12,2020,football-data.co.uk,2026-05-11 11:53:34.057291
121,2020-12-13,Barcelona,Levante,1,0,H,1.22,7.0,11.0,1.25,6.88,11.21,0.8197,0.1429,0.0909,1.0534,2020/2021,12,2020,football-data.co.uk,2026-05-11 11:53:34.057291
122,2020-12-14,Celta,Cadiz,4,0,H,1.72,3.6,5.25,1.76,3.81,5.15,0.5814,0.2778,0.1905,1.0496,2020/2021,12,2020,football-data.co.uk,2026-05-11 11:53:34.057291
123,2020-12-15,Real Madrid,Ath Bilbao,3,1,H,1.53,4.33,5.75,1.57,4.2,6.68,0.6536,0.2309,0.1739,1.0585,2020/2021,12,2020,football-data.co.uk,2026-05-11 11:53:34.057291
124,2020-12-16,Barcelona,Sociedad,2,1,H,1.6,4.5,5.0,1.65,4.59,5.0,0.625,0.2222,0.2,1.0472,2020/2021,12,2020,football-data.co.uk,2026-05-11 11:53:34.057291
125,2020-12-18,Ath Bilbao,Huesca,2,0,H,1.9,3.3,4.33,1.95,3.38,4.62,0.5263,0.303,0.2309,1.0603,2020/2021,12,2020,football-data.co.uk,2026-05-11 11:53:34.057291
126,2020-12-19,Ath Madrid,Elche,3,1,H,1.2,6.0,19.0,1.22,6.25,18.61,0.8333,0.1667,0.0526,1.0526,2020/2021,12,2020,football-data.co.uk,2026-05-11 11:53:34.057291
127,2020-12-19,Barcelona,Valencia,2,2,D,1.3,6.0,8.5,1.33,5.94,9.43,0.7692,0.1667,0.1176,1.0535,2020/2021,12,2020,football-data.co.uk,2026-05-11 11:53:34.057291
128,2020-12-19,Levante,Sociedad,2,1,H,3.4,3.4,2.15,3.65,3.4,2.2,0.2941,0.2941,0.4651,1.0534,2020/2021,12,2020,football-data.co.uk,2026-05-11 11:53:34.057291
129,2020-12-19,Osasuna,Villarreal,1,3,A,3.6,3.4,2.1,3.77,3.42,2.15,0.2778,0.2941,0.4762,1.0481,2020/2021,12,2020,football-data.co.uk,2026-05-11 11:53:34.057291
130,2020-12-19,Sevilla,Valladolid,1,1,D,1.53,3.75,7.5,1.55,4.09,7.47,0.6536,0.2667,0.1333,1.0536,2020/2021,12,2020,football-data.co.uk,2026-05-11 11:53:34.057291
